"NOME_ALUNO","SEXO","IDADE (ao ingressar)","ESTADO_CIVIL (ao ingressar)","ETNIA","COD_CURSO","NOME_CURSO","ANO_INGRESSO","FORMA_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","PERIODO_EVASAO","Forna de Evasão","NUM_PERIODOS","NUM_MAX_PERIODOS","CH_TOTAL_CURSO","COTISTA","MUNICIPIO","ESTADO","PAIS","CRN","CRA","QTDE_TRANCAMENTOS"
"Aluno 2116","F","19.1","Solteiro(a)","Parda","11","Ciência da Computação","2014","Vestibular","1º Semestre","2017","1º Semestre","Desligado","9","13","3590","S","VITORIA","Espirito Santo","Brasil","4286200","4.93","0"
"Aluno 2117","F","19.8","Solteiro(a)","Parda","11","Ciência da Computação","2021","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Vila Velha","","Brasil","6,4891","9.45","0"
"Aluno 2118","M","18.0","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","TEIXEIRA DE FREITAS","","Brasil","4,4068","6.15","0"
"Aluno 2119","M","19.8","Solteiro(a)","Não Declarada","11","Ciência da Computação","2014","Vestibular","1º Semestre","2020","2º Semestre","Formado","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","15,3549","7.17","0"
"Aluno 2120","M","19.0","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","2022","1º Semestre","Formado","9","13","3590","N","VITORIA","Espírito Santo","Brasil","16,0159","8.7","0"
"Aluno 2121","F","18.6","Solteiro(a)","Parda","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VITORIA","Espírito Santo","Brasil","6,1357","8.89","0"
"Aluno 2122","M","23.5","Solteiro(a)","Parda","11","Ciência da Computação","2017","SISU","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","S","SERRA","Espirito Santo","Brasil","1,8301","0.62","0"
"Aluno 2123","M","17.1","Solteiro(a)","Parda","11","Ciência da Computação","2015","Vestibular","1º Semestre","0","","Sem evasão","10","15","3200","N","CARIACICA","Espírito Santo","Brasil","4,0913","5.65","0"
"Aluno 2124","M","22.1","Solteiro(a)","Parda","11","Ciência da Computação","2016","Vestibular","1º Semestre","2016","2º Semestre","Reopção de Curso","9","13","3590","N","TEIXEIRA DE FREITAS","Bahia","Brasil","6,0884","4.86","0"
"Aluno 2125","M","22.4","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","SERRA","Espírito Santo","Brasil","5,2145","7.43","0"
"Aluno 2126","F","17.6","Solteiro(a)","Branca","11","Ciência da Computação","2021","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VITORIA","Espírito Santo","Brasil","2,7599","3.54","0"
"Aluno 2127","M","45.5","","Não Declarada","11","Ciência da Computação","2021","Refugiado Político","1º Semestre","0","","Sem evasão","9","13","3590","N","SERRA","Espírito Santo","Brasil","0,6839","0.25","0"
"Aluno 2128","F","19.6","Solteiro(a)","Parda","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VIANA","Espírito Santo","Brasil","4,5772","6.42","0"
"Aluno 2129","M","25.5","Casado(a)","Parda","11","Ciência da Computação","2016","Novo Curso","2º Semestre","2019","1º Semestre","Desistência","9","13","3590","N","CARIACICA","Espirito Santo","Brasil","1,9286","0.83","0"
"Aluno 2130","M","18.2","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","SERRA","Espírito Santo","Brasil","5,6183","8.07","0"
"Aluno 2131","M","21.9","Solteiro(a)","Não Declarada","11","Ciência da Computação","2014","Vestibular","1º Semestre","2019","2º Semestre","Formado","9","13","3590","N","VILA VELHA","Espírito Santo","Brasil","6,4044","8.59","0"
"Aluno 2132","M","24.3","Solteiro(a)","Branca","11","Ciência da Computação","2015","Vestibular","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","N","VITORIA","Espirito Santo","Brasil","2,3628","1.63","0"
"Aluno 2133","M","20.9","Solteiro(a)","Parda","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Serra","","Brasil","5,2019","7.41","1"
"Aluno 2134","M","17.9","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","DOMINGOS MARTINS","","Brasil","5,1009","7.25","0"
"Aluno 2135","M","20.1","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","9","13","3590","S","VILA VELHA","Espírito Santo","Brasil","2,4886","3.11","0"
"Aluno 2136","M","19.1","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","9","13","3590","S","DOMINGOS MARTINS","","Brasil","1,5737","1.66","1"
"Aluno 2137","M","19.1","Solteiro(a)","Preta","11","Ciência da Computação","2020","SISU","1º Semestre","2021","1º Semestre","Desistência","9","13","3590","S","Cariacica","","Brasil","3,8526","4.44","0"
"Aluno 2138","M","21.6","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","0","","Sem evasão","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","3,4793","4.68","0"
"Aluno 2139","M","18.3","Solteiro(a)","Branca","11","Ciência da Computação","2021","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VITORIA","Espírito Santo","Brasil","5,2019","7.41","0"
"Aluno 2140","M","18.4","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","2019","1º Semestre","Desistência","9","13","3590","N","CAMPOS DOS GOYTACAZES","","Brasil","5","2.57","0"
"Aluno 2141","M","19.1","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","0","","Sem evasão","9","13","3590","S","VITORIA","Espirito Santo","Brasil","14,4005","6.14","0"
"Aluno 2142","M","17.8","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","2020","2º Semestre","Formado","9","13","3590","N","VILA VELHA","Espírito Santo","Brasil","16,6409","9.38","0"
"Aluno 2143","M","19.2","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VITORIA","Espírito Santo","Brasil","5,9149","8.54","0"
"Aluno 2144","M","20.2","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","5,944","8.42","2"
"Aluno 2145","M","23.2","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VILA VELHA","Espírito Santo","Brasil","4,167","5.77","0"
"Aluno 2146","M","19.5","Solteiro(a)","Branca","11","Ciência da Computação","2021","SISU","1º Semestre","2021","1º Semestre","Desistência","9","13","3590","N","Vila Velha","","Brasil","","0","0"
"Aluno 2147","M","23.0","Solteiro(a)","Parda","11","Ciência da Computação","2015","Vestibular","1º Semestre","2022","1º Semestre","Desligado","10","15","3200","N","VITORIA","Espírito Santo","Brasil","","3.5","0"
"Aluno 2148","M","19.5","Solteiro(a)","Parda","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vila Velha","","Brasil","6,5711","9.58","0"
"Aluno 2149","M","18.1","Solteiro(a)","Não Declarada","11","Ciência da Computação","2015","Vestibular","1º Semestre","2019","1º Semestre","Desligado","9","13","3590","N","GUARAPARI","Espirito Santo","Brasil","3,8274","4.15","1"
"Aluno 2150","M","20.0","Solteiro(a)","Parda","11","Ciência da Computação","2018","Reopção de Curso","2º Semestre","0","","Sem evasão","9","13","3590","N","VITORIA","Espirito Santo","Brasil","5,9717","8.63","0"
"Aluno 2151","M","29.3","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","3,3808","3.39","0"
"Aluno 2152","M","18.9","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","2019","1º Semestre","Desistência","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","3,715","3.97","1"
"Aluno 2153","M","18.0","Solteiro(a)","Branca","11","Ciência da Computação","2021","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vitoria","","Brasil","6,0663","8.78","0"
"Aluno 2154","M","17.9","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vila Velha","","Brasil","4,5204","6.33","0"
"Aluno 2155","M","17.8","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","0","","Sem evasão","9","13","3590","N","VITORIA","Espírito Santo","Brasil","5,0883","7.23","0"
"Aluno 2156","M","19.3","Solteiro(a)","Branca","11","Ciência da Computação","2017","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VITORIA","Espírito Santo","Brasil","5,5805","8.01","2"
"Aluno 2157","M","22.1","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","9","13","3590","N","SERRA","Espirito Santo","Brasil","4,8801","6.9","1"
"Aluno 2158","M","18.5","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","2020","1º Semestre","Desistência","9","13","3590","N","Serra","","Brasil","25","0","0"
"Aluno 2159","M","20.6","Solteiro(a)","Branca","11","Ciência da Computação","2015","Transferência Facultativa","2º Semestre","0","","Sem evasão","9","13","3590","N","VITORIA","Espírito Santo","Brasil","4,268","5.93","1"
"Aluno 2160","M","23.2","Solteiro(a)","Parda","11","Ciência da Computação","2021","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Cariacica","Espirito Santo","Brasil","5,0504","7.17","0"
"Aluno 2161","M","19.6","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","2019","1º Semestre","Desistência","9","13","3590","S","ARACRUZ","Espírito Santo","Brasil","5,363","6.83","0"
"Aluno 2162","M","19.9","Solteiro(a)","Parda","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Vitoria","","Brasil","6,0159","8.7","0"
"Aluno 2163","M","21.7","Solteiro(a)","Branca","11","Ciência da Computação","2017","SISU","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","S","AFONSO CLAUDIO","Espirito Santo","Brasil","2,4841","1.86","0"
"Aluno 2164","M","21.0","Solteiro(a)","Parda","11","Ciência da Computação","2019","Reopção de Curso","2º Semestre","0","","Sem evasão","10","15","3200","N","SERRA","Espirito Santo","Brasil","4,0408","5.57","0"
"Aluno 2165","M","24.0","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","3,8515","5.27","1"
"Aluno 2166","M","18.2","Solteiro(a)","Parda","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","9","13","3590","S","SERRA","Espírito Santo","Brasil","5,063","7.19","1"
"Aluno 2167","M","21.3","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","9","13","3590","S","Guacui","Espirito Santo","Brasil","3,8389","5.25","0"
"Aluno 2168","M","21.0","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2018","1º Semestre","Desistência","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","3,2604","3.28","0"
"Aluno 2169","M","17.7","Solteiro(a)","Branca","11","Ciência da Computação","2015","Vestibular","1º Semestre","2015","1º Semestre","Desistência","9","13","3590","N","VILA VELHA","","Brasil","5","0","0"
"Aluno 2170","M","19.8","Solteiro(a)","Parda","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Cachoeiro de Itapemirim","","Brasil","5,9149","8.54","0"
"Aluno 2171","F","18.4","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vitoria","","Brasil","5,3785","7.69","0"
"Aluno 2172","M","17.9","Solteiro(a)","Branca","11","Ciência da Computação","2015","Vestibular","1º Semestre","2017","1º Semestre","Desligado","9","13","3590","N","VENDA NOVA DO IMIGRANTE","","Brasil","1402100","0","0"
"Aluno 2173","F","18.9","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","SERRA","Espírito Santo","Brasil","3,555","4.8","0"
"Aluno 2174","F","18.6","Solteiro(a)","Branca","11","Ciência da Computação","2017","SISU","1º Semestre","2019","1º Semestre","Desistência","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","4,5332","5.39","1"
"Aluno 2175","M","22.0","Solteiro(a)","Branca","11","Ciência da Computação","2019","Reopção de Curso","2º Semestre","0","","Sem evasão","9","13","3590","N","VITORIA","Espirito Santo","Brasil","5,5237","7.92","2"
"Aluno 2176","M","18.5","Solteiro(a)","Branca","11","Ciência da Computação","2015","Vestibular","1º Semestre","2017","1º Semestre","Desligado","9","13","3590","N","VITORIA","Espirito Santo","Brasil","2232800","1.07","0"
"Aluno 2177","M","19.4","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","2022","1º Semestre","Desistência","10","15","3200","N","Vila Velha","","Brasil","5","0","0"
"Aluno 2178","M","17.9","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2019","2º Semestre","Desistência","9","13","3590","N","CARIACICA","Espirito Santo","Brasil","14,3943","5.17","0"
"Aluno 2179","M","18.4","Solteiro(a)","Branca","11","Ciência da Computação","2021","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vitoria","","Brasil","5,9654","8.62","0"
"Aluno 2180","M","18.5","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","2019","1º Semestre","Desistência","9","13","3590","N","VILA VELHA","","Brasil","5","4.12","0"
"Aluno 2181","M","18.0","Solteiro(a)","Parda","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Serra","","Brasil","5,53","7.93","0"
"Aluno 2182","M","17.9","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VITORIA","Espírito Santo","Brasil","4,6718","6.57","0"
"Aluno 2183","M","20.2","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2021","1º Semestre","Formado","9","13","3590","N","VITORIA","Espirito Santo","Brasil","15,3163","7.19","0"
"Aluno 2184","M","18.1","Solteiro(a)","Preta","11","Ciência da Computação","2017","SISU","1º Semestre","2017","1º Semestre","Desistência","9","13","3590","S","SERRA","","Brasil","5","0","0"
"Aluno 2185","M","17.5","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vitoria","","Brasil","6,2998","9.15","0"
"Aluno 2186","M","18.9","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2019","2º Semestre","Formado","9","13","3590","N","VITORIA","EspÃ­rito Santo","Brasil","15,5772","7.21","0"
"Aluno 2187","M","22.8","Solteiro(a)","Branca","11","Ciência da Computação","2020","Transferência Facultativa","1º Semestre","0","","Sem evasão","10","15","3200","N","VITORIA","","Brasil","6,2241","9.03","0"
"Aluno 2188","M","20.1","Solteiro(a)","Parda","11","Ciência da Computação","2018","SISU","1º Semestre","2021","2º Semestre","Formado","9","13","3590","S","VITORIA","Espírito Santo","Brasil","15,3092","7.29","0"
"Aluno 2189","M","17.4","Solteiro(a)","Parda","11","Ciência da Computação","2014","Vestibular","1º Semestre","2017","1º Semestre","Desligado","9","13","3590","S","VILA VELHA","Espirito Santo","Brasil","2396600","1.7","0"
"Aluno 2190","M","20.8","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","COLATINA","Espírito Santo","Brasil","5,7571","8.29","3"
"Aluno 2191","M","25.2","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","0","","Sem evasão","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","14,4573","6.23","2"
"Aluno 2192","M","23.2","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Cachoeiro de Itapemirim","","Brasil","5,3091","7.58","0"
"Aluno 2193","M","18.8","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VILA VELHA","","Brasil","5,1072","7.26","0"
"Aluno 2194","M","16.6","Solteiro(a)","Parda","11","Ciência da Computação","2014","Vestibular","1º Semestre","2015","2º Semestre","Desligado","9","13","3590","N","MARECHAL FLORIANO","Espirito Santo","Brasil","1,1787","0","0"
"Aluno 2195","M","18.0","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Brasilia","","Brasil","0,5262","0","0"
"Aluno 2196","M","18.0","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","9","13","3590","N","VITORIA","","Brasil","3,555","4.8","1"
"Aluno 2197","M","18.4","Solteiro(a)","Não Declarada","11","Ciência da Computação","2016","Vestibular","1º Semestre","2016","1º Semestre","Desistência","9","13","3590","N","VITORIA","","Brasil","5","0","0"
"Aluno 2198","M","20.2","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","CARIACICA","Espírito Santo","Brasil","5,6246","8.08","0"
"Aluno 2199","M","17.7","Solteiro(a)","Parda","11","Ciência da Computação","2017","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Vitória","Espírito Santo","Brasil","4,9179","6.96","0"
"Aluno 2200","M","18.7","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","2019","1º Semestre","Desistência","9","13","3590","S","VILA VELHA","Espirito Santo","Brasil","5,2362","6.61","1"
"Aluno 2201","F","19.9","Solteiro(a)","Parda","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Serra","","Brasil","2,6779","3.41","0"
"Aluno 2202","M","17.1","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","SERRA","","Brasil","3,6686","4.98","0"
"Aluno 2203","M","18.7","Solteiro(a)","Branca","11","Ciência da Computação","2017","SISU","1º Semestre","2017","2º Semestre","Desistência","9","13","3590","N","VILA VELHA","","Brasil","1,8265","0.83","0"
"Aluno 2204","M","17.7","Solteiro(a)","Branca","11","Ciência da Computação","2017","SISU","1º Semestre","2021","2º Semestre","Desistência","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","1,6015","0.38","0"
"Aluno 2205","M","18.5","Solteiro(a)","Parda","11","Ciência da Computação","2014","Vestibular","1º Semestre","2018","1º Semestre","Formado","9","13","3590","S","SERRA","Espirito Santo","Brasil","16,12","8.08","0"
"Aluno 2206","M","17.8","Solteiro(a)","Parda","11","Ciência da Computação","2015","Vestibular","1º Semestre","2017","1º Semestre","Desligado","9","13","3590","N","VITORIA","Espirito Santo","Brasil","1402100","0","0"
"Aluno 2207","M","18.7","Solteiro(a)","Parda","11","Ciência da Computação","2014","Vestibular","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","S","VILA VELHA","Espirito Santo","Brasil","2,8217","2.5","0"
"Aluno 2208","M","18.1","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VILA VELHA","","Brasil","5,6688","8.15","0"
"Aluno 2209","M","24.4","Solteiro(a)","Não Declarada","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VITORIA","Espirito Santo","Brasil","5,4038","7.73","1"
"Aluno 2210","M","20.3","Solteiro(a)","Branca","11","Ciência da Computação","2015","Transferência Facultativa","2º Semestre","0","","Sem evasão","9","13","3590","N","VILA VELHA","Espírito Santo","Brasil","4,817","6.8","1"
"Aluno 2211","M","21.5","Solteiro(a)","Branca","11","Ciência da Computação","2016","Transferência Facultativa","2º Semestre","2019","1º Semestre","Reopção de Curso","9","13","3590","N","PIUMA","Espírito Santo","Brasil","2,918","2.45","0"
"Aluno 2212","M","19.2","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","CARIACICA","Espírito Santo","Brasil","5,2082","7.42","0"
"Aluno 2213","F","25.0","Solteiro(a)","Branca","11","Ciência da Computação","2020","Novo Curso","1º Semestre","2022","1º Semestre","Desistência","9","13","3590","N","VITORIA","Espirito Santo","Brasil","5","0","1"
"Aluno 2214","F","22.9","Solteiro(a)","Branca","11","Ciência da Computação","2018","Reopção de Curso","2º Semestre","0","","Sem evasão","9","13","3590","N","GUARAPARI","Espírito Santo","Brasil","4,9369","6.99","0"
"Aluno 2215","M","19.0","Solteiro(a)","Preta","11","Ciência da Computação","2016","Vestibular","1º Semestre","0","","Sem evasão","9","13","3590","S","VILA VELHA","Espirito Santo","Brasil","3,9651","5.45","0"
"Aluno 2216","M","17.8","Solteiro(a)","Parda","11","Ciência da Computação","2015","Vestibular","1º Semestre","2019","2º Semestre","Formado","9","13","3590","S","VILA VELHA","Espirito Santo","Brasil","5,726","7.52","0"
"Aluno 2217","M","21.7","Solteiro(a)","Não Declarada","11","Ciência da Computação","2019","Reopção de Curso","2º Semestre","0","","Sem evasão","9","13","3590","N","Vitória","Espírito Santo","Brasil","3,9209","5.38","1"
"Aluno 2218","M","18.8","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","S","VITORIA","Espirito Santo","Brasil","2,6476","2.17","0"
"Aluno 2219","M","18.8","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","0","","Sem evasão","10","15","3200","N","VILA VELHA","Espírito Santo","Brasil","3,5234","4.75","1"
"Aluno 2220","M","20.6","Solteiro(a)","Parda","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VILA VELHA","Espirito Santo","Brasil","4,5519","6.38","0"
"Aluno 2221","M","19.3","Solteiro(a)","Não Declarada","11","Ciência da Computação","2015","Vestibular","1º Semestre","2017","1º Semestre","Desligado","9","13","3590","S","VIANA","","Brasil","1402100","0","0"
"Aluno 2222","F","20.4","Solteiro(a)","Branca","11","Ciência da Computação","2016","Vestibular","1º Semestre","2017","2º Semestre","Desistência","9","13","3590","N","Vitória","Espírito Santo","Brasil","1,3411","0","0"
"Aluno 2223","M","19.6","Solteiro(a)","Parda","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","Guarapari","","Brasil","4,9305","6.98","0"
"Aluno 2224","M","19.0","Solteiro(a)","Parda","11","Ciência da Computação","2014","Vestibular","1º Semestre","2018","1º Semestre","Formado","9","13","3590","S","VILA VELHA","Espirito Santo","Brasil","16,7212","9.1","0"
"Aluno 2225","M","20.0","Solteiro(a)","Não Declarada","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Vitoria","","Brasil","4,8485","6.85","0"
"Aluno 2226","M","18.0","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Laranja da Terra","","Brasil","6,4323","9.36","0"
"Aluno 2227","M","19.2","Solteiro(a)","Parda","11","Ciência da Computação","2016","Vestibular","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","N","VITORIA","Espírito Santo","Brasil","3,4862","3.76","0"
"Aluno 2228","M","23.0","Solteiro(a)","Parda","11","Ciência da Computação","2017","SISU","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","S","VITORIA","Espirito Santo","Brasil","2,1729","1.27","1"
"Aluno 2229","F","17.5","Solteiro(a)","Não Declarada","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","VILA VELHA","Espírito Santo","Brasil","4,7665","6.72","0"
"Aluno 2230","M","19.4","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","GOVERNADOR VALADARES","Minas Gerais","Brasil","2,3182","2.84","2"
"Aluno 2231","M","19.9","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","2022","1º Semestre","Formado","10","15","3200","S","ICONHA","","Brasil","15,7004","8.2","0"
"Aluno 2232","M","18.0","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","2018","2º Semestre","Desistência","9","13","3590","N","SERRA","","Brasil","5","0","0"
"Aluno 2233","M","26.4","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","9","13","3590","S","VITORIA","Espírito Santo","Brasil","14,4194","6.17","0"
"Aluno 2234","M","19.0","Solteiro(a)","Parda","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VITORIA","Espírito Santo","Brasil","5,1325","7.3","2"
"Aluno 2235","M","18.7","Solteiro(a)","Branca","11","Ciência da Computação","2014","Vestibular","1º Semestre","2020","2º Semestre","Formado","9","13","3590","N","VILA VELHA","Espírito Santo","Brasil","14,8545","6.31","0"
"Aluno 2236","M","19.3","Solteiro(a)","Branca","11","Ciência da Computação","2022","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Sao Mateus","","Brasil","6,4891","9.45","0"
"Aluno 2237","M","18.5","Solteiro(a)","Parda","11","Ciência da Computação","2019","SISU","1º Semestre","2022","1º Semestre","Desligado","9","13","3590","S","VILA VELHA","","Brasil","1,5031","0","0"
"Aluno 2238","M","17.7","Solteiro(a)","Parda","11","Ciência da Computação","2017","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","VILA VELHA","Espírito Santo","Brasil","5,2082","7.42","0"
"Aluno 2239","M","23.4","Solteiro(a)","Branca","11","Ciência da Computação","2018","Reopção de Curso","2º Semestre","0","","Sem evasão","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","3,4162","4.58","0"
"Aluno 2240","M","30.2","Casado(a)","Parda","11","Ciência da Computação","2014","Transferência Facultativa","2º Semestre","2017","2º Semestre","Formado","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","16,5918","8.84","0"
"Aluno 2241","M","33.1","Solteiro(a)","Não Declarada","11","Ciência da Computação","2020","Novo Curso","1º Semestre","0","","Sem evasão","9","13","3590","N","SERRA","Espirito Santo","Brasil","4,4068","6.15","4"
"Aluno 2242","M","20.0","Solteiro(a)","Branca","11","Ciência da Computação","2009","Vestibular","1º Semestre","2013","1º Semestre","Formado","9","13","3590","N","VITORIA","Espirito Santo","Brasil","16,2023","8.12","0"
"Aluno 2243","F","18.3","Solteiro(a)","Branca","11","Ciência da Computação","2019","SISU","1º Semestre","0","","Sem evasão","10","15","3200","S","CARIACICA","","Brasil","5,265","7.51","0"
"Aluno 2244","F","19.4","Solteiro(a)","Branca","11","Ciência da Computação","2020","SISU","1º Semestre","0","","Sem evasão","10","15","3200","N","Cariacica","","Brasil","6,161","8.93","0"
"Aluno 2245","F","25.9","Solteiro(a)","Preta","11","Ciência da Computação","2014","Novo Curso","2º Semestre","2015","2º Semestre","Desligado","9","13","3590","N","VILA VELHA","Espirito Santo","Brasil","5","0","0"
"Aluno 2246","F","18.3","Solteiro(a)","Branca","11","Ciência da Computação","2018","SISU","1º Semestre","0","","Sem evasão","9","13","3590","N","VITORIA","Espírito Santo","Brasil","5,0441","7.16","0"
